;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
368; Jaguar F-Type  ; 2018 ; 7 087 200 ; Нов;" Кемерово
"; 8 апреля; 4,5; 3.0 л; 380 л.с.; автомат; бензин; АИ-95; задний; 4.9 с; Великобритания; 2; 2; 4470; 1923; 1309; 2622; 300; 1594; автомат; 8; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 275; 4.9; АИ-95; переднее, продольное; 2995; компрессор; 380 / 280 при 6500; 460 при 3500 – 5000; V-образное; 6; 4; непосредственный впрыск (прямой); 10.5; 84.5 × 89
369; Jaguar F-Pace  ; 2017 ; 3 920 000 ; Нов;" Красноярск
"; 7 апреля;  ; 2.0 л; 240 л.с.; автомат; дизель; ДТ; полный; 7.2 с; Великобритания; 5; 5; 4731; 1936; 1652; 2874; 650; 1810; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 217; 7.2; ДТ; переднее, продольное; 1999; турбонаддув; 240 / 177 при 4000; 500 при 1500; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 15.5; 83 × 92.4
370; Jaguar F-Pace  ; 2017 ; 3 350 000 ; Нов;" Чебоксары
"; 7 апреля;  ; 2.0 л; 250 л.с.; автомат; бензин; АИ-95; полный; 6.8 с; Великобритания; 5; 5; 4731; 1936; 1652; 2874; 650; 1760; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 217; 6.8; АИ-95; переднее, продольное; 1997; турбонаддув; 250 / 184 при 5500; 365 при 1200 – 4500; рядное; 4; 4; непосредственный впрыск (прямой); 10.5; 83 × 92.4
371; Jaguar F-Pace  ; 2017 ; 3 590 000 ; Нов;" Ростов-на-Дону
"; 7 апреля;  ; 2.0 л; 250 л.с.; автомат; бензин; АИ-95; полный; 6.8 с; Великобритания; 5; 5; 4731; 1936; 1652; 2874; 650; 1760; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 217; 6.8; АИ-95; переднее, продольное; 1997; турбонаддув; 250 / 184 при 5500; 365 при 1200 – 4500; рядное; 4; 4; непосредственный впрыск (прямой); 10.5; 83 × 92.4
372; Jaguar E-Pace  ; 2018 ; 3 766 300 ; Нов;" Москва
"; 7 апреля;  ; 2.0 л; 249 л.с.; автомат; бензин; АИ-95; полный; 7 с; Великобритания; 5; 5; 4395; 1984; 1649; 2681; 577; 1832; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 230; 7; АИ-95; переднее, поперечное; 1998; турбонаддув; 249 / 183 при 5500; 365 при 1200 – 4500; рядное; 4; 4; непосредственный впрыск (прямой);; 
373; Jaguar E-Pace  ; 2018 ; 3 766 300 ; Нов;" Москва
"; 7 апреля;  ; 2.0 л; 249 л.с.; автомат; бензин; АИ-95; полный; 7 с; Великобритания; 5; 5; 4395; 1984; 1649; 2681; 577; 1832; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 230; 7; АИ-95; переднее, поперечное; 1998; турбонаддув; 249 / 183 при 5500; 365 при 1200 – 4500; рядное; 4; 4; непосредственный впрыск (прямой);; 
374; Jaguar F-Pace  ; 2018 ; 4 050 000 ; Нов;" Краснодар
"; 7 апреля;  ; 2.0 л; 300 л.с.; автомат; бензин; АИ-95; полный; 6 с; Великобритания; 5; 5; 4731; 1936; 1652; 2874; 650; 1770; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 233; 6; АИ-95; переднее, продольное; 1997; турбонаддув; 300 / 221 при 5500; 400 при 1500 – 4500; рядное; 4; 4; непосредственный впрыск (прямой); 9.5; 83 × 92.4
375; Jaguar E-Pace  ; 2018 ; 3 766 300 ; Нов;" Москва
"; 7 апреля;  ; 2.0 л; 249 л.с.; автомат; бензин; АИ-95; полный; 7 с; Великобритания; 5; 5; 4395; 1984; 1649; 2681; 577; 1832; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 230; 7; АИ-95; переднее, поперечное; 1998; турбонаддув; 249 / 183 при 5500; 365 при 1200 – 4500; рядное; 4; 4; непосредственный впрыск (прямой);; 
376; Jaguar F-Pace  ; 2018 ; 4 260 000 ; Нов;" Москва
"; 7 апреля;  ; 2.0 л; 300 л.с.; автомат; бензин; АИ-95; полный; 6 с; Великобритания; 5; 5; 4731; 1936; 1652; 2874; 650; 1770; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 233; 6; АИ-95; переднее, продольное; 1997; турбонаддув; 300 / 221 при 5500; 400 при 1500 – 4500; рядное; 4; 4; непосредственный впрыск (прямой); 9.5; 83 × 92.4
377; Jaguar E-Pace  ; 2018 ; 2 479 000 ; Нов;" Нальчик
"; 8 апреля;  ; 2.0 л; 150 л.с.; автомат; дизель; ДТ; полный; 10.5 с; Великобритания; 5; 5; 4395; 1984; 1649; 2681; 577; 1843; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 193; 10.5; ДТ; переднее, поперечное; 1999; турбонаддув; 150 / 110 при 3500; 380 при 1750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива);; 
