;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
394; Chrysler Pacifica CS  ; 2003 ; 380 000 ; 155 000 ;" Кубинка
"; 22 ноября 2017;  ; 3.5 л; 253 л.с.; автомат; бензин; АИ-95; полный; 10 с; США; 5; 5, 7; 5052; 2013; 1688; 2954; 369/2250; 2160; автомат; 4; полный; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 190; 10; АИ-95; переднее, поперечное; 3518; нет; 253 / 186 при 6400; 339 при 3900; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.9; 96 × 81
395;" Chrysler Town &amp; Country II  "; 1992 ; 265 000 ; 277 000 ;" Москва
"; 20 ноября 2017;  ; 3.3 л; 150 л.с.; автомат; бензин; АИ-95; передний;; США; 4; 7; 4897; 1829; 1646; 3030; ; 1792; автомат; 4; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные;;; АИ-95;; 3301; нет; 150 / 110 при 4800; 248 при 3600; V-образное; 6; 2; распределенный впрыск (многоточечный); 8.9; 93 × 81
396; Chrysler Saratoga  ; 1994 ; 170 000 ; 150 000 ;" Балашиха
"; 19 ноября 2017;  ; 3.0 л; 143 л.с.; автомат; бензин; АИ-92; передний; 11 с; США; 4; 5; 4600; 1730; 1410; 2630; ; 1346; автомат; 4; передний; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; барабанные; 182; 11; АИ-92;; 2972; нет; 143 / 105 при 5000; 232 при 2800; V-образное; 6; 2; распределенный впрыск (многоточечный); 8.9; 91.1 × 76
397; Chrysler Pacifica CS  ; 2003 ; 380 000 ; 180 000 ;" Белгород
"; 17 ноября 2017;  ; 3.5 л; 253 л.с.; автомат; бензин; АИ-95; передний; 10 с; США; 5; 5, 7; 5052; 2013; 1688; 2954; 369/2250; 2015; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 190; 10; АИ-95; переднее, поперечное; 3518; нет; 253 / 186 при 6400; 339 при 3900; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.9; 96 × 81
398; Chrysler PT Cruiser  ; 2001 ; 215 000 ; 238 000 ;" Москва
"; 12 ноября 2017; 4,2; 2.0 л; 141 л.с.; механика; бензин; АИ-92; передний; 11.1 с; США; 5; 5; 4290; 1705; 1600; 2616; 538/1812; 1410; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; барабанные; 190; 11.1; АИ-92; переднее, поперечное; 1996; нет; 141 / 104 при 6000; 188 при 4350; рядное; 4; 4; распределенный впрыск (многоточечный); 9.6; 87.5 × 83
399; Chrysler Prowler  ; 2001 ; 3 200 000 ; 8 000 ;" Москва
"; 2 ноября 2017;  ; 3.5 л; 257 л.с.; автомат; бензин;; задний; 6 с; США; 2; 2; 4190; 1943; 1293; 2878; 566; 1310; автомат; 4; задний; независимая, пружинная;; дисковые; дисковые; 210; 6;; переднее, продольное; 3518; нет; 257 / 188 при 6400; 346 при 3950; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.1; 96 × 81
400; Chrysler Voyager V Grand  ; 2008 ; 720 000 ; 164 000 ;" Обнинск
"; 2 ноября 2017; 4,0; 2.8 л; 163 л.с.; автомат; дизель; ДТ; передний; 12.8 с; США; 5; 6, 7; 5143; 1954; 1750; 3078; 748/4550; 2100; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 185; 12.8; ДТ; переднее, поперечное; 2768; турбонаддув; 163 / 120 при 3800; 360 при 1600 – 3000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 94 × 100
401;" Chrysler Town &amp; Country V  "; 2008 ;860 000 ; 110 000 ;" Санкт-Петербург
"; 17 октября 2017;  ; 3.8 л; 197 л.с.; автомат; бензин; АИ-92; передний;; США; 5; 7; 5144; 1953; 1750; 3078; 671; 2042; автомат; 4; передний; независимая, пружинная;; дисковые вентилируемые; дисковые;;; АИ-92; переднее, поперечное; 3778; нет; 197 / 145 при 5200; 312 при 4000; V-образное; 6; 2; распределенный впрыск (многоточечный); 9.6; 96 × 87
402;" Chrysler Town &amp; Country IV Рестайлинг  "; 2004 ; 420 000 ; 110 586 ;" Радужный
"; 13 октября 2017;  ; 3.8 л; 218 л.с.; автомат; бензин; АИ-92; передний; 9.6 с; США; 5; 7; 5095; 1996; 1750; 3030; 566/4754; 1995; автомат; 4; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; дисковые; 180; 9.6; АИ-92;; 3778; нет; 218 / 160 при 5000; 332 при 4000; V-образное; 6; 2; распределенный впрыск (многоточечный); 9.6; 96 × 87
403; Chrysler Neon II  ; 1999 ; 180 000 ; 162 000 ;" Москва
"; 9 октября 2017;  ; 2.0 л; 133 л.с.; механика; бензин; АИ-95; передний; 11.2 с; США; 4; 5; 4390; 1715; 1421; 2667; 370; 1245; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 11.2; АИ-95; переднее, поперечное; 1996; нет; 133 / 98 при 6000; 175 при 5000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 87.5 × 83
