;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
328; Fiat Albea I Рестайлинг  ; 2007 ; 130 000 ; 184 000 ; 5 марта; 4,0; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Италия; 4; 5; 4186; 1703; 1490; 2439; 515; 1015; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 162; 13.5; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.7; 72 × 84
329; Fiat Brava  ; 1997 ; 65 000 ; 250 000 ; 3 марта; 3,7; 1.4 л; 80 л.с.; механика; бензин; АИ-95; передний; 13.9 с; Италия; 5; 5; 4187; 1741; 1410; 2540; 1000; 1040; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 168; 13.9; АИ-95; переднее, поперечное; 1370; нет; 80 / 59 при 6000; 83 при 2750; рядное; 4; 4; распределенный впрыск (многоточечный);; 
330; Fiat Doblo I Рестайлинг  ; 2007 ; 350 000 ; 175 000 ; 3 марта; 3,5; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 17 с; Италия; 5; 5; 4253; 1722; 1818; 2583; 750/3000; 1235; механика; 5; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; барабанные; 148; 17; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.1; 72 × 84
331; Fiat Bravo II  ; 2007 ; 335 000 ; 123 500 ; 2 марта; 4,7; 1.4 л; 150 л.с.; механика; бензин; АИ-95; передний; 8.5 с; Италия; 5; 5; 4336; 1792; 1498; 2600; 400/1175; 1280; механика; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 212; 8.5; АИ-95; переднее, поперечное; 1368; турбонаддув; 150 / 110 при 5500; 206 при 2250; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 72 × 84
332; Fiat Linea  ; 2010 ; 330 000 ; 195 000 ; 2 марта; 4,4; 1.4 л; 120 л.с.; механика; бензин; АИ-95; передний; 9.2 с; Италия; 4; 5; 4560; 1730; 1494; 2603; 500; 1275; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 195; 9.2; АИ-95; переднее, поперечное; 1368; турбонаддув; 120 / 88 при 5000; 206 при 1750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 72 × 84
333; Fiat Linea  ; 2011 ; 340 000 ; 99 145 ; 28 февраля; 4,4; 1.4 л; 120 л.с.; механика; бензин; АИ-95; передний; 9.2 с; Италия; 4; 5; 4560; 1730; 1494; 2603; 500; 1275; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 195; 9.2; АИ-95; переднее, поперечное; 1368; турбонаддув; 120 / 88 при 5000; 206 при 1750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 72 × 84
334; Fiat Punto II  ; 2000 ; 130 000 ; 236 000 ; 26 февраля; 4,2; 1.2 л; 60 л.с.; механика; бензин; АИ-95; передний; 14.3 с; Италия; 3; 5; 3800; 1660; 1480; 2460; 264/1080; 860; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 155; 14.3; АИ-95; переднее, поперечное; 1242; нет; 60 / 44 при 5000; 102 при 2500; рядное; 4; 2; распределенный впрыск (многоточечный); 9.6; 70.8 × 78.9
335; Fiat Albea I Рестайлинг  ; 2011 ; 250 000 ; 140 000 ; 26 февраля; 4,0; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Италия; 4; 5; 4186; 1703; 1490; 2439; 515; 1015; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 162; 13.5; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.7; 72 × 84
336; Fiat Punto III Grande Punto  ; 2008 ;240 000 ; 120 700 ; 26 февраля; 4,3; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.2 с; Италия; 5; 5; 4030; 1687; 1490; 2510; 275/1030; 1040; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 165; 13.2; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11; 72 × 84
337; Fiat Panda II  ; 2007 ; 180 000 ; 58 000 ; 25 февраля; 3,9; 1.2 л; 60 л.с.; робот; бензин; АИ-95; передний; 14 с; Италия; 5; 4, 5; 3538; 1589; 1540; 2299; 206/860; 865; робот; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые; барабанные; 155; 14; АИ-95; переднее, поперечное; 1242; нет; 60 / 44 при 5000; 102 при 2500; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 70.8 × 78.86
